name,brand,sku,category_hierarchy,url,price,unit_pack_size,availability,description,specifications,image_urls,alternative_products
Lojic+,Safco Dental,ACBAO,Alloy Fillings,https://www.safcodental.com/product/lojic-nbsp-reg,$216.49,,In Stock,"High silver, high strength spherical amalgam.


Alloy type: Spherical
Self-activating: Yes
Compressive strength @24 hrs: 75,400 psi
Metal composition: Silver 60.1%, Copper 11.8%, Tin 28.05%, Platinum 0.05%





Procedure times:
Regular
Fast


Condensing (work)
3:00
2:30


Carving (set)
6:00
4:30


",{},"https://www.safcodental.com/media/catalog/product/a/c/acbao.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Original D,Safco Dental,ACBAP,Alloy Fillings,https://www.safcodental.com/product/original-d-reg,$1761.49,,In Stock,"
Alloy type: Dispersed phase
Self-activating: Yes
Compressive strength @24 hrs: 76,150 psi
Metal composition: Silver 69.5%, Copper 12.0%, Tin 17.5%, Zinc 1.0%




Procedure times:
Regular
Fast


Condensing (work)
5:00
4:00


Carving (set)
7:00
7:00


",{},"https://www.safcodental.com/media/catalog/product/a/c/acbap.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
GS-80,Safco Dental,ACBAN,Alloy Fillings,https://www.safcodental.com/product/gs-80,$148.99,,In Stock,"
Alloy type: Dispersed phase
Self-activating: Yes
Compressive strength @24 hrs: 73,950 psi
Metal composition: Silver 40.0%, Copper 28.7%, Tin 31.3%




Procedure times:
Regular
Fast


Condensing (work)
4:30
3:30


Carving (set)
5:30
5:30


",{},"https://www.safcodental.com/media/catalog/product/a/c/acban.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Valiant Ph.D.,Safco Dental,ACBAH,Alloy Fillings,https://www.safcodental.com/product/valiant-reg-ph-d-reg,$193.99,,In Stock,"Palladium-enriched dispersed phase alloy featuring superior handling characteristics, corrosion resistance and exceptional compressive strength. Patented Sure-Cap&reg; capsules are welded air-tight during filling to prevent mercury vapor contamination of the working environment during storage and trituration. Blue capsule color.

Alloy type: Dispersed phase
Self-activating: Yes
Compressive strength @24 hrs: 76,900 psi
Metal composition: Silver 52.5%, Copper 17.5%, Tin 29.7%, Palladium 0.3%




Procedure times:
&nbsp;


Condensing (work)
3:30


Carving (set)
6:00 - 6:30


",{},"https://www.safcodental.com/media/catalog/product/a/c/acbah.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Safco Conform Spherical Alloy,Safco Dental,ACBGH,Alloy Fillings,https://www.safcodental.com/product/safco-conform-trade-spherical-alloy,$87.49,,In Stock,"Our fast-setting silver spherical alloy offers the ultimate in strength, fracture resistance, and &ldquo;ditching&rdquo; while providing a silky-smooth carving.
Features and benefits include:

Alloy type: Silver, spherical - providing the ultimate in strength and fracture resistance for long-lasting restorations.
Self-activating: Yes, ensuring a fast and easy mixing process.
Comprehensive strength @24hrs: 68,000 psi: Ensuring a durable and long-lasting restoration.
Comprehensive strength @1hr: 28,000 psi: Allowing for faster procedure times.
Metal composition: Silver 56%, Copper 15%, Tin 29%, ensuring a high-quality and reliable alloy.
Procedure times: Condensing (work) 2:25, Carving (set) 3:00, allowing for efficient and effective procedures.
Color-coded by spill type: Ensuring easy identification and organization of materials.

Choose our fast-setting silver spherical alloy for ultimate strength, efficient procedure times, and a smooth carving experience.",{},"https://www.safcodental.com/media/catalog/product/a/c/acbgh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Ultra silver alloy,Safco Dental,ACBAF,Alloy Fillings,https://www.safcodental.com/product/ultra-trade-silver-alloy,$95.49,,In Stock,"
Alloy type: Dispersed phase
Self-activating: Yes
Compressive strength @24 hrs: 58,000 psi
Metal composition: Silver 53.0%, Copper 24.0%, Tin 23.0%




Procedure times:
Regular
Fast


Condensing (work)
2:30
2:00


Carving (set)
5:00 - 6:00
4:00 - 5:00


",{},"https://www.safcodental.com/media/catalog/product/a/c/acbaf.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Valiant,Safco Dental,ACBAK,Alloy Fillings,https://www.safcodental.com/product/valiant-reg,$234.99,,In Stock,"Palladium enriched for remarkably high early strengths. Blue Sure-Cap&reg; capsules. Regular set.

Alloy type: Spherical
Self-activating: Yes
Compressive strength @24 hrs: 75,300 psi
Metal composition: Silver 49.5%, Copper 20.0%, Tin 30.0%, Palladium 0.5%




Procedure times:
&nbsp;


Condensing (work)
3:30


Carving (set)
6:30


",{},"https://www.safcodental.com/media/catalog/product/a/c/acbak.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Permite,Safco Dental,ACBAQ,Alloy Fillings,https://www.safcodental.com/product/permite,$205.49,,In Stock,"Sealing qualities are not affected by moisture. Excellent margin adaptation especially after burnishing.

Alloy type: Dispersed phase
Self-activating: Yes
Compressive strength @24 hrs: 72,500 psi
Metal composition: Silver 56.0%, Copper 15.4%, Tin 27.9%, Zinc 0.2%, Indium 0.5%




Procedure times:
Regular
Fast


Condensing (work)
3:30
2:30


Carving (set)
5:30
5:30


",{},"https://www.safcodental.com/media/catalog/product/a/c/acbaq.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Arti-Spray,Safco Dental,ALJAF,Articulating Solutions,https://www.safcodental.com/product/arti-spray-sup-reg-sup,$33.49,,In Stock,"Universal marking spray for checking occlusal contacts as well as the accurate fitting of crowns, bridges, dentures and bite splints. Can be precisely dosed and leaves a thin powdery layer of color that can be easily removed with water without leaving any residue. &nbsp;",{},"https://www.safcodental.com/media/catalog/product/a/l/aljaf.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Fit Checker Advanced,Safco Dental,ALJAE,Articulating Solutions,https://www.safcodental.com/product/fit-checker-advanced,$82.99,,In Stock,"Next generation, Vinyl Polyether Silicone (VPES) fit checking material. Excellent hydrophilicity ensures saliva no longer affects performance. Minimal film thickness allows detection of high spots and pressure points. Tear resistant but peels away easily and cleanly. Ideal for use in checking crown margins, proximal and occlusal surfaces, precast posts and inlays. Use the blue color for checking fit of all ceramic dental restorations. Pleasant scent and taste.",{},"https://www.safcodental.com/media/catalog/product/a/l/aljae.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Safco articulating paper,Safco Dental,ALACH,Articulating Solutions,https://www.safcodental.com/product/safco-articulating-paper,$5.49,,In Stock,"Experience precision and accuracy like never before with Safco Articulating Paper. Our product is specially designed to provide extra sensitivity and correct bite control, allowing for precise occlusion and articulation.
Features and benefits include:

Anatomically shaped and moisture-resistant in various thicknesses for versatile application and optimal results.
Ideal for high spots, occlusion, and articulation, ensuring a perfect fit every time.
Better markings in a wet environment, for reliable and accurate results even in challenging conditions.
Precision film for locating hard-to-find occlusal prematurities, helping you achieve the perfect fit for every patient.

Choose our product for its precision and accuracy, which enables you to achieve successful outcomes in every dental procedure. Our extra-sensitive articulating paper makes it easy to locate even the smallest occlusal prematurities, ensuring a perfect fit and reducing the risk of post-operative discomfort for your patients. Plus, its moisture-resistant design and anatomical shape make it easy to use and apply, while the precision film ensures reliable and consistent results every time. Trust Safco Articulating Paper for the precision and accuracy you need to take your practice to the next level",{},"https://www.safcodental.com/media/catalog/product/a/l/alach.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
PIP - Pressure Indicating Paste,Safco Dental,ALJAV,Articulating Solutions,https://www.safcodental.com/product/pip-pressure-indicating-paste,$4.49,,In Stock,"Pressure Indicating Paste (PIP) is a pure white silicone paste, used for seating crowns, bridges and full, immediate and partial dentures. The brief procedure yields specific results that are easy to read and thoroughly reliable, surpassing results obtained with chemical set pressure indicating materials used to locate areas of denture discomfort. PIP is applied to the dry denture; companion PIP spray is applied to the tissue. The denture is then seated under pressure then removed. Areas where the paste has been displaced show points of excessive pressure.",{},"https://www.safcodental.com/media/catalog/product/a/l/aljav.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Quickcheck indicating spray,Safco Dental,ALJBC,Articulating Solutions,https://www.safcodental.com/product/quickcheck-indicating-spray,$24.49,,In Stock,Accurately discloses unwanted contact points. Non-clogging with a smooth spray that dries instantly.,{},"https://www.safcodental.com/media/catalog/product/a/l/aljbc.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Occlude,Safco Dental,ALJAO,Articulating Solutions,https://www.safcodental.com/product/occlude-reg,$22.49,,In Stock,Aerosol spray for disclosing high spots and contact points. Also perfect for seating crowns. Dries instantaneously; adheres to dry or moist surfaces.,{},"https://www.safcodental.com/media/catalog/product/a/l/aljao.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Spotit C&amp;B Contact Finder,Safco Dental,ALJSS,Articulating Solutions,https://www.safcodental.com/product/spotit-sup-reg-sup-candb-contact-finder,$66.49,,In Stock,"SpotIt is a more precise alternative to occlusion paper, leaving a clear and accurate indication of adjustments that need to be made for a perfect contact point on crowns and bridges.

Colored contact marker.
Available with straight and angled handles.
Provides easy, exact marking and identification of contact points&nbsp;
",{},"https://www.safcodental.com/media/catalog/product/a/l/aljss.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Hydent,Safco Dental,ALJAH,Articulating Solutions,https://www.safcodental.com/product/hydent-reg,$25.49,,In Stock,"Denture indicator.
Aerosol spray: Applies a thin, uniform layer of paste that clearly defines pressure points. Mint flavor.
Indicator sticks: Color transfer and tissue marking applicators. Blue indicator color.",{},"https://www.safcodental.com/media/catalog/product/a/l/aljah.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
AccuFilm FastCheck,Safco Dental,ALAAP,Articulating Solutions,https://www.safcodental.com/product/accufilm-sup-reg-sup-fastcheck,$30.99,,In Stock,Ultra-thin 8 micron articulating paper with a built-in frame that facilitates easy positioning over the occlusal surfaces of posterior teeth without the need for forceps. Double-sided for simultaneous marking of both arches.&nbsp;,{},"https://www.safcodental.com/media/catalog/product/a/l/alaap.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Shimstock occlusion foil,Safco Dental,ALACJ,Articulating Solutions,https://www.safcodental.com/product/shimstock-occlusion-foil,$29.49,,In Stock,Metal occlusion foil used to accurately detect high spots in any restoration or natural tooth occlusions.,{},"https://www.safcodental.com/media/catalog/product/a/l/alacj.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
TrollFoil articulating foil,Safco Dental,ALAGN,Articulating Solutions,https://www.safcodental.com/product/trollfoil-articulating-foil,$37.99,,In Stock,"Premounted, framed foil. Precise registration gives a more accurate picture of patient bite.&nbsp;Fast and convenient dispensing. Frames measure 3"" x &frac34;"". Double-sided, and just 8 microns thin.",{},"https://www.safcodental.com/media/catalog/product/t/r/trolldental_trollfoil_in-use_shot.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Surgident Disporal articulating paper,Safco Dental,ALACL,Articulating Solutions,https://www.safcodental.com/product/surgident-reg-disporal-trade-articulating-paper,$42.49,,In Stock,"Surgident&reg;&nbsp;dispOral&trade;&nbsp;Articulating&nbsp;Paper from Heraeus

Super sensitive surface for marking at every point of articulation
Non-smudging
Soft
Smooth
Non-sticking
",{},"https://www.safcodental.com/media/catalog/product/a/l/alacl.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Hu-Friedy articulating paper forceps,Safco Dental,ALEBB,Articulating Solutions,https://www.safcodental.com/product/hu-friedy-articulating-paper-forceps,$35.49,,In Stock,Stainless steel.,{},"https://www.safcodental.com/media/catalog/product/a/l/alebb.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Dr. Thompson's color transfer applicators,Safco Dental,ALJAD,Articulating Solutions,https://www.safcodental.com/product/dr-thompson-s-color-transfer-applicators,$14.29,,In Stock,Simple and effective method for achieving color transfers from irritated areas under dentures. Applicators are disposable.,{},"https://www.safcodental.com/media/catalog/product/a/l/aljad.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Safco articulating paper forceps,Safco Dental,ALEAA,Articulating Solutions,https://www.safcodental.com/product/safco-articulating-paper-forceps,$9.99,,In Stock,"Easily handle and place articulating paper with Safco Articulating Paper Forceps. Our forceps are specially designed to provide reliable and comfortable grip, ensuring accurate and precise placement of articulating paper every time.
Features and benefits include:

Comfortable grip for easy and accurate placement of articulating paper.
Made from high-quality stainless steel, ensuring durability and long-lasting use.
Serrated tips for improved grip and precision.
Lightweight design for comfortable use during extended dental procedures.

With Safco Articulating Paper Forceps, you can easily and comfortably handle articulating paper, ensuring accurate and precise placement every time. Choose Safco Articulating Paper Forceps for a reliable and comfortable way to handle articulating paper and improve the accuracy of your dental procedures.",{},"https://www.safcodental.com/media/catalog/product/a/l/aleaa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
